First author,Study accession,Publication date,Journal,Title,Reported trait,Trait(s),Discovery sample number and ancestry,Replication sample number and ancestry,Association count,Summary statistics,ftp downloads
Kurilshikov A,GCST90017017,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Hungatella id.11306),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017017/GCST90017017_buildGRCh37.tsv
Kurilshikov A,GCST90017018,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Intestinibacter id.11345),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,2,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017018/GCST90017018_buildGRCh37.tsv
Kurilshikov A,GCST90017019,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Intestinimonas id.2062),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017019/GCST90017019_buildGRCh37.tsv
Kurilshikov A,GCST90017020,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnoclostridium id.11308),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017020/GCST90017020_buildGRCh37.tsv
Kurilshikov A,GCST90017021,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospiraceae FCS020 group id.11314),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017021/GCST90017021_buildGRCh37.tsv
Kurilshikov A,GCST90017022,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospiraceae NC2004 group id.11316),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017022/GCST90017022_buildGRCh37.tsv
Kurilshikov A,GCST90017023,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospiraceae ND3007 group id.11317),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017023/GCST90017023_buildGRCh37.tsv
Kurilshikov A,GCST90017024,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospiraceae NK4A136 group id.11319),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017024/GCST90017024_buildGRCh37.tsv
Kurilshikov A,GCST90017025,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospiraceae UCG001 id.11321),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017025/GCST90017025_buildGRCh37.tsv
Kurilshikov A,GCST90017026,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospiraceae UCG004 id.11324),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017026/GCST90017026_buildGRCh37.tsv
Kurilshikov A,GCST90017027,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospiraceae UCG008 id.11328),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017027/GCST90017027_buildGRCh37.tsv
Kurilshikov A,GCST90017028,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospiraceae UCG010 id.11330),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017028/GCST90017028_buildGRCh37.tsv
Kurilshikov A,GCST90017029,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lachnospira id.2004),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017029/GCST90017029_buildGRCh37.tsv
Kurilshikov A,GCST90017030,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lactobacillus id.1837),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017030/GCST90017030_buildGRCh37.tsv
Kurilshikov A,GCST90017031,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Lactococcus id.1851),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017031/GCST90017031_buildGRCh37.tsv
Kurilshikov A,GCST90017032,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Marvinbryantia id.2005),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017032/GCST90017032_buildGRCh37.tsv
Kurilshikov A,GCST90016933,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Coriobacteriaceae id.811),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016933/GCST90016933_buildGRCh37.tsv
Kurilshikov A,GCST90016934,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Defluviitaleaceae id.1924),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016934/GCST90016934_buildGRCh37.tsv
Kurilshikov A,GCST90016935,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Desulfovibrionaceae id.3169),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016935/GCST90016935_buildGRCh37.tsv
Kurilshikov A,GCST90016936,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Enterobacteriaceae id.3469),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016936/GCST90016936_buildGRCh37.tsv
Kurilshikov A,GCST90016937,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Erysipelotrichaceae id.2149),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016937/GCST90016937_buildGRCh37.tsv
Kurilshikov A,GCST90016938,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Family XI id.1936),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016938/GCST90016938_buildGRCh37.tsv
Kurilshikov A,GCST90016939,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Family XIII id.1957),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016939/GCST90016939_buildGRCh37.tsv
Kurilshikov A,GCST90016940,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Lachnospiraceae id.1987),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016940/GCST90016940_buildGRCh37.tsv
Kurilshikov A,GCST90016941,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Lactobacillaceae id.1836),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016941/GCST90016941_buildGRCh37.tsv
Kurilshikov A,GCST90016942,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Methanobacteriaceae id.121),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016942/GCST90016942_buildGRCh37.tsv
Kurilshikov A,GCST90016943,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Oxalobacteraceae id.2966),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,4,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016943/GCST90016943_buildGRCh37.tsv
Kurilshikov A,GCST90016944,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Pasteurellaceae id.3689),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016944/GCST90016944_buildGRCh37.tsv
Kurilshikov A,GCST90016945,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Peptococcaceae id.2024),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016945/GCST90016945_buildGRCh37.tsv
Kurilshikov A,GCST90016946,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Peptostreptococcaceae id.2042),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,4,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016946/GCST90016946_buildGRCh37.tsv
Kurilshikov A,GCST90016947,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Porphyromonadaceae id.943),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016947/GCST90016947_buildGRCh37.tsv
Kurilshikov A,GCST90016948,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Prevotellaceae id.960),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016948/GCST90016948_buildGRCh37.tsv
Kurilshikov A,GCST90016949,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Rhodospirillaceae id.2717),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016949/GCST90016949_buildGRCh37.tsv
Kurilshikov A,GCST90016950,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Rikenellaceae id.967),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016950/GCST90016950_buildGRCh37.tsv
Kurilshikov A,GCST90016951,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Ruminococcaceae id.2050),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016951/GCST90016951_buildGRCh37.tsv
Kurilshikov A,GCST90016952,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (family Streptococcaceae id.1850),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,5,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016952/GCST90016952_buildGRCh37.tsv
Kurilshikov A,GCST90017058,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Ruminococcaceae UCG010 id.11367),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017058/GCST90017058_buildGRCh37.tsv
Kurilshikov A,GCST90017059,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Ruminococcaceae UCG011 id.11368),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017059/GCST90017059_buildGRCh37.tsv
Kurilshikov A,GCST90017060,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Ruminococcaceae UCG013 id.11370),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017060/GCST90017060_buildGRCh37.tsv
Kurilshikov A,GCST90017061,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Ruminococcaceae UCG014 id.11371),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017061/GCST90017061_buildGRCh37.tsv
Kurilshikov A,GCST90017062,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Ruminococcus1 id.11373),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,2,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017062/GCST90017062_buildGRCh37.tsv
Kurilshikov A,GCST90016908,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Actinobacteria id.419),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,14,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016908/GCST90016908_buildGRCh37.tsv
Kurilshikov A,GCST90016909,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Alphaproteobacteria id.2379),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016909/GCST90016909_buildGRCh37.tsv
Kurilshikov A,GCST90016910,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Bacilli id.1673),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016910/GCST90016910_buildGRCh37.tsv
Kurilshikov A,GCST90016911,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Bacteroidia id.912),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016911/GCST90016911_buildGRCh37.tsv
Kurilshikov A,GCST90016912,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Betaproteobacteria id.2867),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016912/GCST90016912_buildGRCh37.tsv
Kurilshikov A,GCST90016913,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Clostridia id.1859),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016913/GCST90016913_buildGRCh37.tsv
Kurilshikov A,GCST90016914,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Coriobacteriia id.809),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016914/GCST90016914_buildGRCh37.tsv
Kurilshikov A,GCST90016915,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Deltaproteobacteria id.3087),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016915/GCST90016915_buildGRCh37.tsv
Kurilshikov A,GCST90016916,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Erysipelotrichia id.2147),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016916/GCST90016916_buildGRCh37.tsv
Kurilshikov A,GCST90016917,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (class Gammaproteobacteria id.3303),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016917/GCST90016917_buildGRCh37.tsv
