First author,Study accession,Publication date,Journal,Title,Reported trait,Trait(s),Discovery sample number and ancestry,Replication sample number and ancestry,Association count,Summary statistics,ftp downloads
Rühlemann MC,GCST90011471,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU99_7 (Lachnospiraceae) abundance,gut microbiome measurement,8956 European,'-,10,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011471/GCST90011471_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011472,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU99_72 (Parabacteroides) abundance,gut microbiome measurement,8956 European,'-,6,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011472/GCST90011472_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011498,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_21 (Ruminococcaceae) abundance,gut microbiome measurement,8956 European,'-,14,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011498/GCST90011498_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011499,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_22 (Sutterella) abundance,gut microbiome measurement,8956 European,'-,8,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011499/GCST90011499_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011500,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_23 (Barnesiella) abundance,gut microbiome measurement,8956 European,'-,11,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011500/GCST90011500_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011501,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_24 (Bacteroides) abundance,gut microbiome measurement,8956 European,'-,9,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011501/GCST90011501_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011502,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_25 (Sutterella) abundance,gut microbiome measurement,8956 European,'-,7,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011502/GCST90011502_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011503,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_26 (Phascolarctobacterium) abundance,gut microbiome measurement,8956 European,'-,20,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011503/GCST90011503_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011504,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_27 (Ruminococcaceae) abundance,gut microbiome measurement,8956 European,'-,11,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011504/GCST90011504_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011505,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_28 (Holdemanella) abundance,gut microbiome measurement,8956 European,'-,17,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011505/GCST90011505_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011506,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_29 (Barnesiella) abundance,gut microbiome measurement,8956 European,'-,12,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011506/GCST90011506_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011507,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_3 (Bacteroides) abundance,gut microbiome measurement,8956 European,'-,16,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011507/GCST90011507_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011508,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_30 (Paraprevotella) abundance,gut microbiome measurement,8956 European,'-,12,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011508/GCST90011508_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011509,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_31 (Ruminococcus) abundance,gut microbiome measurement,8956 European,'-,11,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011509/GCST90011509_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011510,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_32 (Ruminococcaceae) abundance,gut microbiome measurement,8956 European,'-,20,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011510/GCST90011510_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011511,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_33 (Paraprevotella) abundance,gut microbiome measurement,8956 European,'-,14,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011511/GCST90011511_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011512,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_34 (Phascolarctobacterium) abundance,gut microbiome measurement,8956 European,'-,11,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011512/GCST90011512_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011513,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_35 (Alphaproteobacteria) abundance,gut microbiome measurement,8956 European,'-,3,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011513/GCST90011513_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011514,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_36 (Aestuariispira) abundance,gut microbiome measurement,8956 European,'-,10,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011514/GCST90011514_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011515,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_37 (Ruminococcaceae) abundance,gut microbiome measurement,8956 European,'-,12,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011515/GCST90011515_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011516,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_38 (Ruminococcus) abundance,gut microbiome measurement,8956 European,'-,16,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011516/GCST90011516_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011517,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_39 (Bacteroides) abundance,gut microbiome measurement,8956 European,'-,12,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011517/GCST90011517_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011518,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_4 (Alistipes) abundance,gut microbiome measurement,8956 European,'-,11,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011518/GCST90011518_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011519,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_41 (Barnesiella) abundance,gut microbiome measurement,8956 European,'-,16,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011519/GCST90011519_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011520,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_42 (Alphaproteobacteria) abundance,gut microbiome measurement,8956 European,'-,9,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011520/GCST90011520_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011521,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_43 (Parasutterella) abundance,gut microbiome measurement,8956 European,'-,18,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011521/GCST90011521_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011522,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",TestASV_44 (Parasutterella) abundance,gut microbiome measurement,8956 European,'-,10,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011522/GCST90011522_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011573,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_140 (Bacteroides) prevalence,gut microbiome measurement,8956 European,'-,9,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011573/GCST90011573_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011574,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_15 (Parasutterella) prevalence,gut microbiome measurement,8956 European,'-,9,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011574/GCST90011574_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011575,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_150 (Bacteroides) prevalence,gut microbiome measurement,8956 European,'-,11,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011575/GCST90011575_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011576,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_16 (Faecalibacterium) prevalence,gut microbiome measurement,8956 European,'-,9,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011576/GCST90011576_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011577,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_163 (Bacteroides) prevalence,gut microbiome measurement,8956 European,'-,18,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011577/GCST90011577_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011578,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_165 (Porphyromonadaceae) prevalence,gut microbiome measurement,8956 European,'-,11,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011578/GCST90011578_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011579,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_17 (Parabacteroides) prevalence,gut microbiome measurement,8956 European,'-,15,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011579/GCST90011579_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011580,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_173 (Bacteroides) prevalence,gut microbiome measurement,8956 European,'-,19,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011580/GCST90011580_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011581,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_19 (Bacteria) prevalence,gut microbiome measurement,8956 European,'-,12,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011581/GCST90011581_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011582,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_2 (Bacteroides) prevalence,gut microbiome measurement,8956 European,'-,13,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011582/GCST90011582_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011583,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_21 (Parasutterella) prevalence,gut microbiome measurement,8956 European,'-,18,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011583/GCST90011583_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011584,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_23 (Faecalibacterium) prevalence,gut microbiome measurement,8956 European,'-,13,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011584/GCST90011584_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011585,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_235 (Phascolarctobacterium) prevalence,gut microbiome measurement,8956 European,'-,17,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011585/GCST90011585_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011586,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_24 (Prevotella) prevalence,gut microbiome measurement,8956 European,'-,8,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011586/GCST90011586_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011587,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_257 (Mitsuokella) prevalence,gut microbiome measurement,8956 European,'-,10,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011587/GCST90011587_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011588,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_26 (Parasutterella) prevalence,gut microbiome measurement,8956 European,'-,5,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011588/GCST90011588_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011589,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_27 (Bacteroides) prevalence,gut microbiome measurement,8956 European,'-,17,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011589/GCST90011589_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011590,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_277 (Prevotella) prevalence,gut microbiome measurement,8956 European,'-,5,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011590/GCST90011590_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011591,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_3 (Bacteroides) prevalence,gut microbiome measurement,8956 European,'-,13,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011591/GCST90011591_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011592,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_30 (Roseburia) prevalence,gut microbiome measurement,8956 European,'-,12,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011592/GCST90011592_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011593,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_31 (Prevotella) prevalence,gut microbiome measurement,8956 European,'-,11,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011593/GCST90011593_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011594,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_33 (Holdemanella) prevalence,gut microbiome measurement,8956 European,'-,9,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011594/GCST90011594_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011595,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_34 (Ruminococcus) prevalence,gut microbiome measurement,8956 European,'-,9,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011595/GCST90011595_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011596,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_354 (Alloprevotella) prevalence,gut microbiome measurement,8956 European,'-,9,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011596/GCST90011596_buildGRCh37.tsv.gz
Rühlemann MC,GCST90011597,2021-01-18T00:00:00Z,Nat Genet,"Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.",OTU97_38 (Alphaproteobacteria) prevalence,gut microbiome measurement,8956 European,'-,12,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011597/GCST90011597_buildGRCh37.tsv.gz
Hughes DA,GCST010396,2020-06-22T00:00:00Z,Nat Microbiol,Genome-wide associations of human gut microbiome variation and implications for causal inference analyses.,"Gut microbiota (bacterial taxa, hurdle binary method)",gut microbiome measurement,2223 European,1667 European,319,FTP Download,
Hughes DA,GCST010397,2020-06-22T00:00:00Z,Nat Microbiol,Genome-wide associations of human gut microbiome variation and implications for causal inference analyses.,"Gut microbiota (bacterial taxa, rank normal transformation method)",gut microbiome measurement,2223 European,1667 European,118,FTP Download,
Lopera-Maya EA,GCST90027801,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Ruminococcus.s_Ruminococcus_lactaris),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027801/GCST90027801_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027802,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Ruminococcaceae.g_Subdoligranulum.s_Subdoligranulum_unclassified),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027802/GCST90027802_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027803,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Erysipelotrichaceae_noname.s_Eubacterium_biforme),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027803/GCST90027803_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027804,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Holdemania.s_Holdemania_filiformis),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027804/GCST90027804_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027805,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Holdemania.s_Holdemania_unclassified),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027805/GCST90027805_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027806,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Acidaminococcaceae.g_Phascolarctobacterium.s_Phascolarctobacterium_succinatutens),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027806/GCST90027806_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027807,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Dialister.s_Dialister_invisus),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027807/GCST90027807_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027808,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Veillonella.s_Veillonella_unclassified),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027808/GCST90027808_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027809,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_noname.g_Burkholderiales_noname.s_Burkholderiales_bacterium_1_1_47),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027809/GCST90027809_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027810,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Oxalobacteraceae.g_Oxalobacter.s_Oxalobacter_formigenes),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027810/GCST90027810_buildGRCh37.tsv.gz
Lopera-Maya EA,GCST90027811,2022-02-03T00:00:00Z,Nat Genet,"Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.",Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Parasutterella.s_Parasutterella_excrementihominis),gut microbiome measurement,7738 European,'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90027001-GCST90028000/GCST90027811/GCST90027811_buildGRCh37.tsv.gz
